Store #,# of McDonalds <1 mi,# of Subway <1 mi,# of Wendys <1 mi,# of Burger King <1 mi,# of Taco Bell <1 mi,# of McDonalds <0.5 mi,# of Subway <0.5 mi,# of Wendys <0.5 mi,# of Burger King <0.5 mi,# of Taco Bell <0.5 mi
5256,1,1,1,1,1,1,1,1,0,0
213,1,0,1,0,0,1,0,1,0,0
993,1,1,1,0,1,1,0,1,0,0
7279,1,1,0,0,0,0,0,0,0,0
6345,1,1,1,0,0,0,0,1,0,0
1119,1,1,0,1,1,1,1,0,1,1
1738,0,1,0,0,0,0,1,0,0,0
7014,1,0,0,0,0,1,0,0,0,0
8246,1,1,1,1,0,1,1,0,0,0
6479,1,1,1,1,1,1,1,1,1,0
6108,1,0,0,0,0,0,0,0,0,0
7911,2,2,0,0,0,1,1,0,0,0
1558,1,2,0,0,1,1,0,0,0,1
6893,1,1,0,1,0,1,0,0,1,0
7055,1,1,1,0,1,1,1,1,0,0
1813,0,1,1,0,1,0,0,1,0,0
7012,1,1,1,1,0,1,1,1,1,0
1152,1,1,1,0,1,0,1,1,0,1
6043,1,1,0,0,0,0,1,0,0,0
8017,1,1,1,0,1,1,0,0,0,0
816,1,2,1,1,0,1,0,0,0,0
7811,1,0,0,0,1,1,0,0,0,0
7050,1,2,1,0,1,1,2,1,0,1
921,1,2,1,0,1,1,1,1,0,1
7943,1,1,1,1,0,1,0,1,1,0
1572,1,1,1,1,1,0,1,1,0,1
7734,2,1,1,1,0,2,0,1,1,0
1694,1,0,1,1,0,0,0,0,0,0
6877,1,1,1,0,0,1,1,1,0,0
7255,1,1,1,1,1,1,1,1,0,0
5927,1,3,1,1,1,1,1,1,1,1
8238,1,2,1,0,0,0,0,1,0,0
5874,1,3,1,1,0,1,0,1,1,0
7130,1,1,1,0,0,1,0,1,0,0
709,1,1,1,1,0,0,0,1,0,0
943,1,3,1,1,1,1,2,1,1,1
8261,1,1,0,1,0,1,1,0,1,0
7549,0,0,1,0,0,0,0,0,0,0
6937,1,1,1,0,0,1,1,1,0,0
7590,1,0,0,0,0,1,0,0,0,0
6704,1,0,1,1,0,1,0,1,1,0
5515,1,1,0,0,1,0,1,0,0,1
6960,1,2,0,1,0,1,2,0,1,0
6697,1,2,1,1,1,1,1,1,0,1
6983,2,2,1,1,1,2,2,1,1,1
7851,1,2,0,0,1,1,2,0,0,1
104,0,0,0,1,0,0,0,0,1,0
586,1,1,1,1,0,1,1,1,1,0
7365,1,1,0,0,0,0,0,0,0,0
7475,1,0,1,0,0,1,0,0,0,0
6459,1,1,1,1,1,1,1,0,0,1
154,1,0,0,0,0,1,0,0,0,0
6848,1,2,0,0,0,0,0,0,0,0
1564,1,1,0,0,0,0,0,0,0,0
5325,0,0,0,1,0,0,0,0,1,0
5338,0,2,0,0,0,0,0,0,0,0
8071,1,2,0,1,1,1,2,0,1,1
7295,1,2,0,1,0,0,1,0,1,0
5934,1,2,1,1,1,1,1,1,1,1
6894,1,2,1,1,1,1,1,1,1,1
1919,1,3,1,0,0,1,1,1,0,0
1205,1,0,0,0,0,1,0,0,0,0
7085,1,3,0,1,1,1,2,0,1,0
497,1,1,1,0,0,0,1,1,0,0
6791,0,1,0,0,0,0,1,0,0,0
8328,1,1,0,1,1,1,1,0,1,1
3,1,1,0,0,1,1,1,0,0,0
716,1,1,0,1,0,1,1,0,1,0
5182,0,2,1,1,0,0,1,0,0,0
6399,1,0,0,0,0,1,0,0,0,0
7753,1,1,1,0,0,1,1,1,0,0
1704,1,1,0,1,1,1,0,0,0,0
7383,1,1,1,1,1,1,1,1,1,1
5900,1,2,1,0,0,1,2,0,0,0
6741,1,1,0,0,1,1,0,0,0,1
8002,1,1,0,1,0,1,0,0,1,0
7044,1,1,1,1,1,1,1,1,0,1
289,1,1,0,0,1,1,1,0,0,1
6924,1,1,1,1,0,0,0,1,1,0
63,1,2,1,1,1,1,1,0,1,1
6449,1,1,1,1,1,1,0,0,1,1
5967,0,1,0,1,1,0,1,0,0,1
7592,0,1,0,0,0,0,0,0,0,0
48,1,2,1,1,1,1,2,1,1,1
5742,1,1,1,1,0,1,1,1,1,0
8226,1,6,1,0,0,0,1,1,0,0
7489,1,2,0,1,0,0,2,0,1,0
1025,2,3,1,1,1,1,1,1,1,1
5229,0,0,0,1,0,0,0,0,1,0
1093,0,1,0,0,0,0,1,0,0,0
6572,2,2,1,1,0,0,1,1,1,0
7147,0,1,1,0,1,0,1,1,0,1
6453,1,1,1,1,0,0,0,0,1,0
1169,1,2,1,1,1,1,2,1,1,0
5533,1,1,1,1,0,1,1,1,1,0
5426,1,1,0,1,0,1,0,0,0,0
6186,0,0,0,0,0,0,0,0,0,0
6170,1,1,0,0,0,1,1,0,0,0
257,2,1,1,1,1,0,1,1,0,1
7502,1,0,0,1,0,1,0,0,1,0
1112,1,2,1,1,0,1,1,1,0,0
6100,1,2,1,1,0,1,1,1,1,0
5740,0,1,0,0,0,0,1,0,0,0
1321,1,1,1,1,1,1,1,1,1,1
6981,1,2,1,0,1,1,0,1,0,1
8251,1,2,0,1,0,1,1,0,1,0
5877,1,1,1,0,0,1,0,1,0,0
5489,0,1,0,1,0,0,1,0,1,0
6260,0,0,0,0,0,0,0,0,0,0
1877,1,1,0,0,0,1,1,0,0,0
5021,1,2,1,1,1,1,1,0,1,1
8303,1,1,0,0,0,1,1,0,0,0
1849,1,1,0,0,0,1,1,0,0,0
7138,1,2,1,0,0,1,2,1,0,0
882,1,3,1,1,1,0,2,0,0,1
1016,1,1,0,0,0,1,1,0,0,0
696,0,3,0,1,0,0,0,0,1,0
6581,1,2,1,1,1,1,2,0,1,1
172,1,1,0,1,1,0,0,0,0,0
6550,1,1,0,0,0,1,1,0,0,0
6703,1,1,1,1,1,0,0,0,0,0
1714,2,3,0,0,0,0,1,0,0,0
1884,0,1,0,1,0,0,0,0,1,0
8032,0,1,0,1,0,0,1,0,1,0
7398,1,0,1,0,0,1,0,1,0,0
533,2,2,0,1,0,1,1,0,0,0
6602,0,1,1,0,1,0,1,1,0,1
307,2,2,1,1,1,1,1,1,0,1
1310,0,1,0,0,0,0,1,0,0,0
6917,1,1,1,1,0,1,1,1,1,0
1886,1,1,1,1,0,1,1,1,1,0
6071,1,3,1,1,1,1,1,0,1,1
6793,2,1,0,0,1,2,1,0,0,1
5351,1,1,0,0,1,1,1,0,0,1
215,1,2,1,1,0,0,2,0,1,0
7349,1,2,0,1,0,0,0,0,1,0
6042,1,1,1,1,1,1,1,1,1,1
8075,1,1,1,0,0,1,1,1,0,0
5169,1,2,0,0,1,0,2,0,0,1
334,1,2,0,1,0,0,1,0,0,0
5658,1,1,0,1,1,1,1,0,1,1
5629,1,1,1,0,1,1,1,1,0,1
1100,0,0,0,0,0,0,0,0,0,0
5099,1,1,0,0,0,1,1,0,0,0
1254,1,2,0,0,0,0,1,0,0,0
6997,1,1,0,0,0,1,1,0,0,0
7220,1,1,1,0,0,1,1,1,0,0
7234,1,0,0,0,1,1,0,0,0,1
651,2,3,1,0,0,0,2,0,0,0
1891,1,2,0,1,0,1,1,0,0,0
1172,0,1,1,1,0,0,1,0,0,0
5022,1,0,0,1,0,1,0,0,1,0
7588,1,2,0,1,0,0,1,0,1,0
6948,1,1,1,0,1,1,1,0,0,1
7086,1,2,1,0,0,0,0,1,0,0
8065,1,1,0,1,0,0,0,0,1,0
6018,0,0,0,0,0,0,0,0,0,0
281,1,1,0,0,1,1,1,0,0,1
7158,1,2,1,0,1,1,2,1,0,1
1865,2,1,0,1,0,0,1,0,1,0
144,1,0,0,0,0,1,0,0,0,0
1705,0,2,1,0,0,0,1,0,0,0
6580,1,2,1,1,1,1,2,1,1,1
7822,1,0,0,1,1,1,0,0,1,1
1352,1,0,1,0,1,1,0,1,0,1
221,1,2,0,0,1,1,1,0,0,1
6926,1,2,1,0,0,1,0,0,0,0
6990,1,1,1,1,1,0,0,0,1,1
7436,1,2,0,1,0,1,2,0,1,0
1756,2,2,1,1,0,2,1,1,1,0
1270,2,1,1,1,1,1,1,1,1,0
6359,1,1,0,0,0,0,0,0,0,0
7257,1,2,1,1,1,1,1,1,1,1
5055,1,2,0,1,0,0,2,0,1,0
1832,1,2,1,1,0,1,0,0,1,0
7367,3,3,1,1,0,1,1,0,0,0
8006,0,1,1,0,0,0,0,1,0,0
6642,1,2,1,1,0,1,1,1,1,0
1783,1,2,0,0,0,1,2,0,0,0
5086,1,0,1,1,1,1,0,1,1,1
1542,2,1,0,1,0,1,1,0,1,0
8412,1,1,1,1,0,1,1,1,1,0
1145,0,1,1,0,0,0,1,1,0,0
6415,1,1,0,1,1,1,1,0,1,1
1230,1,3,1,1,1,1,3,1,1,1
7459,1,1,1,1,0,1,1,0,0,0
7126,1,1,1,0,1,1,1,1,0,1
855,1,2,1,2,1,1,1,0,2,1
5198,1,1,1,1,1,1,1,0,1,1
1866,2,2,1,1,0,1,1,1,1,0
5113,0,0,1,0,0,0,0,0,0,0
7275,1,2,1,1,0,1,2,1,1,0
7056,1,1,1,1,1,1,1,1,1,1
229,1,2,1,0,0,1,0,1,0,0
961,1,2,0,1,1,1,1,0,1,1
8004,3,2,2,1,0,1,2,1,0,0
6530,0,2,0,1,0,0,2,0,1,0
6096,1,2,1,0,0,1,2,1,0,0
39,0,2,1,2,1,0,1,0,0,1
1,1,1,0,0,1,1,1,0,0,0
11,1,2,1,1,0,1,1,1,1,0
23,0,1,0,1,0,0,0,0,1,0
24,1,0,0,1,0,0,0,0,1,0
69,0,2,1,1,0,0,2,1,1,0
81,1,1,1,1,0,0,0,0,1,0
85,1,1,1,1,0,1,1,0,0,0
91,1,1,1,1,0,1,0,1,1,0
98,1,2,1,1,0,1,0,1,0,0
124,0,2,0,0,0,0,2,0,0,0
131,1,2,1,2,0,1,0,0,1,0
162,1,1,0,0,0,1,1,0,0,0
179,1,2,1,1,1,0,0,0,1,0
207,2,1,0,1,0,1,1,0,1,0
209,1,1,1,1,1,1,1,1,1,1
240,2,2,1,1,1,0,2,0,1,0
247,1,1,0,0,0,1,1,0,0,0
249,1,1,1,0,0,1,0,1,0,0
266,0,1,0,0,0,0,0,0,0,0
285,2,2,0,0,0,0,0,0,0,0
290,1,1,0,1,1,1,1,0,1,1
293,2,2,1,1,0,1,2,0,0,0
298,0,1,0,0,0,0,1,0,0,0
342,0,2,0,1,0,0,1,0,0,0
372,1,1,0,1,0,0,0,0,0,0
379,2,1,0,1,0,0,0,0,1,0
397,2,1,1,0,0,1,1,1,0,0
405,1,2,1,1,1,1,1,1,1,1
437,1,1,1,0,0,0,0,0,0,0
446,0,1,1,1,0,0,1,1,0,0
470,1,1,1,0,1,1,1,0,0,0
474,1,1,1,1,0,1,1,1,1,0
496,1,1,2,0,1,0,1,1,0,0
504,1,4,0,0,0,1,2,0,0,0
508,1,0,0,0,0,0,0,0,0,0
531,1,2,0,1,0,0,0,0,0,0
532,1,2,1,1,1,1,1,1,0,1
567,1,1,1,0,0,1,0,1,0,0
578,2,1,0,0,0,0,1,0,0,0
581,1,2,1,0,0,0,2,0,0,0
582,0,0,0,0,0,0,0,0,0,0
591,2,1,0,0,0,1,1,0,0,0
618,1,1,0,1,1,1,1,0,1,1
622,1,3,0,0,0,0,0,0,0,0
634,1,4,1,0,1,0,2,0,0,1
639,1,2,0,0,0,1,0,0,0,0
664,1,3,1,1,1,0,1,1,1,0
666,1,2,0,1,0,1,1,0,1,0
680,1,2,0,1,0,1,1,0,1,0
681,1,0,1,0,0,0,0,0,0,0
685,0,1,0,0,0,0,0,0,0,0
687,2,2,1,0,0,1,1,1,0,0
690,2,3,1,1,0,0,1,1,1,0
692,1,1,1,1,1,1,1,1,1,0
702,0,0,0,0,0,0,0,0,0,0
703,1,1,1,1,0,0,0,0,0,0
710,0,1,0,0,0,0,0,0,0,0
711,1,2,1,1,0,1,2,0,0,0
713,1,1,1,1,0,0,0,0,0,0
728,0,1,0,0,0,0,1,0,0,0
729,1,1,0,0,0,1,0,0,0,0
734,1,1,1,1,1,0,0,0,1,0
746,1,1,0,1,0,1,0,0,1,0
747,0,1,0,0,0,0,0,0,0,0
748,1,1,0,1,0,1,1,0,0,0
750,1,2,1,1,0,0,1,1,0,0
751,1,2,0,1,0,1,0,0,0,0
760,1,1,1,1,0,0,1,1,0,0
762,1,2,0,1,0,0,1,0,1,0
764,1,1,1,1,0,1,1,1,1,0
782,1,1,1,0,0,0,0,0,0,0
783,0,1,0,0,0,0,0,0,0,0
797,0,2,1,0,0,0,0,1,0,0
798,1,1,0,0,0,1,0,0,0,0
799,0,1,1,0,0,0,1,0,0,0
800,1,2,0,0,0,1,1,0,0,0
801,1,0,1,1,0,0,0,0,0,0
802,0,2,0,1,0,0,1,0,0,0
839,1,1,0,1,0,1,1,0,1,0
842,1,1,1,1,1,0,0,1,1,1
845,1,1,1,1,0,1,1,1,1,0
849,1,3,1,1,0,1,3,1,1,0
858,1,1,1,0,0,1,1,1,0,0
862,0,2,1,1,1,0,1,0,0,1
883,0,1,0,0,0,0,1,0,0,0
885,2,2,1,1,0,1,0,1,0,0
891,1,1,1,0,1,1,0,1,0,1
901,1,1,0,1,0,0,1,0,1,0
917,1,2,1,1,0,1,1,0,1,0
934,1,1,0,1,0,1,1,0,1,0
945,1,1,0,1,0,1,1,0,1,0
946,2,3,1,0,0,1,1,1,0,0
948,1,2,1,1,0,1,1,1,0,0
963,1,1,0,1,0,1,0,0,1,0
964,1,2,1,1,0,1,0,1,1,0
972,1,3,1,1,0,0,1,0,0,0
981,1,0,1,0,1,1,0,0,0,1
985,1,1,0,0,0,1,0,0,0,0
986,1,2,1,0,0,1,1,1,0,0
989,2,1,1,0,1,1,1,1,0,1
990,0,1,1,1,1,0,0,0,1,0
996,1,2,1,1,1,1,1,1,1,1
999,1,1,1,1,0,1,1,1,1,0
1050,1,1,1,1,0,1,1,1,1,0
1055,2,5,0,2,0,0,1,0,0,0
1109,1,1,1,1,0,1,0,1,1,0
1117,1,1,0,0,0,1,1,0,0,0
1122,1,2,1,1,0,1,0,0,0,0
1125,1,0,0,1,0,0,0,0,0,0
1126,1,2,0,1,0,1,0,0,0,0
1129,1,1,1,1,0,0,1,1,0,0
1147,1,1,1,1,0,1,1,1,1,0
1154,1,1,1,0,0,1,1,0,0,0
1176,1,2,0,1,0,0,1,0,1,0
1177,1,4,1,0,0,1,2,1,0,0
1178,1,3,1,1,0,0,1,1,0,0
1179,1,1,1,1,0,1,1,1,1,0
1191,1,1,1,1,0,1,1,0,0,0
1193,1,1,1,0,0,1,1,1,0,0
1207,1,3,1,1,0,1,1,1,0,0
1209,1,1,0,0,0,1,1,0,0,0
1210,1,1,1,1,0,0,1,1,1,0
1213,1,1,1,0,0,1,1,0,0,0
1215,2,3,1,1,1,2,2,0,0,1
1235,1,1,1,1,0,1,1,1,1,0
1260,1,2,0,0,0,1,1,0,0,0
1269,0,1,0,1,0,0,0,0,1,0
1308,1,1,0,0,0,1,1,0,0,0
1323,1,1,0,0,0,1,0,0,0,0
1330,1,1,1,0,0,1,1,1,0,0
1331,1,0,1,1,0,0,0,1,0,0
1337,1,0,0,0,0,0,0,0,0,0
1343,1,2,0,1,0,1,1,0,1,0
1347,1,1,1,1,0,1,1,1,1,0
1349,1,0,1,0,0,1,0,0,0,0
1359,0,1,1,0,0,0,0,1,0,0
1392,1,1,0,1,0,1,1,0,1,0
1395,0,2,0,1,0,0,0,0,1,0
1401,1,1,1,0,0,1,1,1,0,0
1408,1,1,0,1,0,1,1,0,1,0
1410,1,1,1,0,0,1,1,1,0,0
1418,1,1,0,1,0,0,0,0,1,0
1425,0,1,0,1,0,0,0,0,1,0
1434,1,2,0,0,0,1,1,0,0,0
1465,0,0,0,0,0,0,0,0,0,0
1472,0,1,0,0,0,0,0,0,0,0
1482,1,2,1,1,1,0,1,0,1,1
1489,1,1,1,1,0,1,1,0,1,0
1492,0,1,0,1,0,0,1,0,1,0
1497,1,1,0,0,0,1,0,0,0,0
1498,1,1,0,0,1,1,1,0,0,1
1502,1,1,1,1,1,1,1,1,1,1
1508,1,1,1,0,0,1,1,1,0,0
1522,2,0,0,0,0,0,0,0,0,0
1524,1,1,1,1,0,0,0,1,1,0
1525,1,1,1,1,0,1,1,0,1,0
1526,1,3,1,1,0,1,2,0,0,0
1531,1,1,1,0,0,1,1,1,0,0
1536,1,1,0,0,0,1,0,0,0,0
1537,2,1,1,1,0,0,1,0,0,0
1549,1,2,1,1,0,1,1,1,0,0
1566,2,1,1,1,0,1,1,1,1,0
1573,1,2,0,0,0,0,1,0,0,0
1576,1,1,0,0,0,0,0,0,0,0
1577,1,1,0,0,0,1,0,0,0,0
1583,1,2,1,0,0,1,1,1,0,0
1584,1,2,1,1,0,1,0,0,1,0
1590,1,2,0,1,1,1,1,0,1,1
1591,0,2,0,0,0,0,0,0,0,0
1592,2,2,1,2,0,0,1,0,1,0
1595,0,0,0,0,0,0,0,0,0,0
1598,1,2,1,1,0,1,2,0,1,0
1600,1,2,1,1,0,1,2,1,1,0
1602,1,2,0,1,0,1,1,0,0,0
1603,1,1,0,1,0,1,1,0,1,0
1604,0,1,1,0,0,0,1,0,0,0
1605,0,0,0,0,0,0,0,0,0,0
1637,0,2,1,0,0,0,2,1,0,0
1640,1,3,1,1,0,1,2,0,1,0
1646,1,2,1,1,0,1,2,1,1,0
1655,1,0,1,1,0,0,0,0,0,0
1657,1,2,0,0,1,0,0,0,0,0
1670,1,1,1,0,0,1,1,0,0,0
1671,1,1,1,2,0,0,1,1,2,0
1684,1,1,1,0,0,1,0,1,0,0
1696,1,1,0,0,0,1,1,0,0,0
1700,1,2,1,0,1,0,2,1,0,1
1722,1,2,1,1,0,1,0,0,0,0
1741,1,1,0,1,0,0,0,0,1,0
1762,0,1,1,0,0,0,1,0,0,0
1766,1,1,0,1,0,0,1,0,1,0
1769,1,1,1,2,1,0,1,1,1,0
1773,1,0,1,2,0,1,0,0,1,0
1775,0,1,1,1,0,0,0,1,1,0
1776,1,1,1,1,1,0,1,0,0,1
1779,1,1,1,1,0,1,1,1,0,0
1780,1,1,1,0,0,1,1,1,0,0
1786,1,0,1,0,0,1,0,1,0,0
1791,0,1,0,1,0,0,0,0,0,0
1793,1,1,0,0,0,1,1,0,0,0
1805,1,1,0,0,0,1,0,0,0,0
1842,1,0,1,0,0,1,0,1,0,0
1848,1,1,0,0,0,1,0,0,0,0
1863,1,0,1,1,0,1,0,1,1,0
1867,1,0,1,1,0,1,0,1,0,0
1881,1,2,0,0,0,1,1,0,0,0
1887,2,2,1,1,0,0,0,1,0,0
1889,1,1,0,1,0,1,1,0,1,0
1893,2,2,1,1,1,0,1,1,1,0
1902,1,1,1,0,0,0,1,1,0,0
1909,1,1,1,0,0,1,1,1,0,0
1942,1,1,1,1,0,1,1,1,1,0
1970,1,2,0,1,0,0,2,0,1,0
1972,1,1,1,0,0,1,1,0,0,0
1973,1,2,0,1,0,1,1,0,0,0
1976,1,0,0,0,0,0,0,0,0,0
5025,1,1,1,0,0,1,0,0,0,0
5037,1,1,1,0,1,1,0,1,0,0
5085,1,1,1,1,0,1,0,0,1,0
5098,2,1,1,0,0,1,1,1,0,0
5125,1,1,1,1,0,1,1,0,0,0
5151,1,1,1,1,1,1,1,1,1,1
5154,1,1,0,0,1,1,0,0,0,1
5163,1,1,1,0,0,1,0,1,0,0
5174,1,4,2,1,0,0,2,0,1,0
5177,1,1,0,1,1,1,1,0,1,1
5203,1,1,0,1,0,1,0,0,1,0
5224,2,1,1,1,0,1,1,0,1,0
5233,1,1,0,0,0,1,1,0,0,0
5242,1,1,1,1,0,1,1,0,1,0
5246,0,2,0,0,0,0,0,0,0,0
5254,1,2,0,1,1,0,0,0,0,0
5277,2,1,1,1,0,0,1,1,0,0
5286,0,1,1,0,0,0,1,1,0,0
5311,1,1,1,1,0,1,1,1,1,0
5313,0,1,0,1,0,0,1,0,0,0
5345,1,0,1,0,0,0,0,1,0,0
5365,0,1,1,1,0,0,1,1,0,0
5374,1,1,1,0,0,0,1,0,0,0
5387,1,1,1,1,0,1,1,1,1,0
5391,2,1,1,0,1,1,1,1,0,1
5394,1,1,0,1,0,1,0,0,1,0
5397,1,2,0,0,0,1,1,0,0,0
5398,1,2,1,1,1,1,1,0,1,1
5415,1,2,1,0,1,1,2,1,0,1
5420,1,1,0,0,0,1,1,0,0,0
5427,1,1,0,1,0,0,1,0,1,0
5443,1,2,0,1,0,1,1,0,0,0
5448,1,1,1,1,0,1,1,1,1,0
5451,1,1,0,0,0,1,1,0,0,0
5475,1,1,1,0,1,1,1,1,0,0
5477,1,1,1,0,0,0,0,0,0,0
5485,1,2,1,0,0,0,1,0,0,0
5498,1,1,0,0,0,1,1,0,0,0
5499,2,1,0,0,0,1,1,0,0,0
5508,1,1,1,0,0,1,0,0,0,0
5535,1,1,1,0,0,1,1,1,0,0
5538,1,2,1,2,0,0,1,1,1,0
5558,1,1,1,0,0,1,1,1,0,0
5560,3,2,0,1,0,1,1,0,0,0
5563,1,1,1,1,0,1,0,1,1,0
5564,1,2,1,1,1,0,1,0,1,1
5576,1,1,0,1,0,1,1,0,0,0
5580,0,0,0,0,0,0,0,0,0,0
5602,1,1,0,1,0,1,1,0,1,0
5606,1,1,1,1,0,0,1,1,0,0
5613,1,1,0,1,0,0,1,0,0,0
5614,1,1,0,1,0,1,1,0,1,0
5616,1,1,1,1,0,1,1,1,1,0
5620,1,1,1,1,0,0,1,1,1,0
5623,2,1,1,1,0,1,1,0,0,0
5628,1,2,0,1,0,1,0,0,1,0
5632,1,1,0,0,0,1,1,0,0,0
5643,0,1,0,1,0,0,0,0,1,0
5648,1,3,0,1,1,1,1,0,1,1
5652,1,0,0,1,1,1,0,0,0,0
5661,1,0,1,1,0,1,0,0,1,0
5670,1,2,1,1,0,1,1,1,1,0
5696,1,2,1,1,0,0,0,0,1,0
5697,0,1,0,0,0,0,0,0,0,0
5698,0,1,0,0,0,0,1,0,0,0
5699,1,1,0,1,0,1,1,0,1,0
5701,1,2,0,0,1,1,0,0,0,1
5711,2,3,1,0,0,1,0,1,0,0
5723,1,1,1,1,0,1,1,1,1,0
5728,1,0,0,1,0,1,0,0,1,0
5732,1,1,0,0,0,1,1,0,0,0
5751,2,1,0,0,0,0,1,0,0,0
5757,1,1,0,0,0,1,0,0,0,0
5761,1,0,0,1,0,1,0,0,1,0
5768,1,1,1,0,0,1,0,0,0,0
5769,0,3,2,0,0,0,1,1,0,0
5772,1,1,0,0,0,0,0,0,0,0
5775,0,1,0,0,0,0,1,0,0,0
5796,1,1,0,0,0,1,1,0,0,0
5801,1,4,1,1,0,1,3,1,0,0
5808,1,1,1,1,0,1,1,0,1,0
5810,1,2,0,1,0,0,2,0,0,0
5819,1,2,1,1,0,1,0,1,1,0
5823,1,1,1,0,0,1,1,1,0,0
5827,1,2,1,1,0,1,1,1,1,0
5829,1,1,1,1,0,1,1,1,0,0
5843,0,1,0,1,1,0,1,0,1,1
5845,0,3,2,0,1,0,0,0,0,1
5854,0,4,0,0,0,0,1,0,0,0
5859,1,1,1,0,0,0,1,1,0,0
5881,1,1,1,0,0,1,1,0,0,0
5886,1,2,0,1,0,0,0,0,1,0
5904,1,2,1,1,1,1,0,0,0,1
5914,1,1,0,0,0,1,1,0,0,0
5926,1,1,1,0,0,0,1,1,0,0
5949,1,1,0,1,0,1,1,0,1,0
5952,1,1,1,1,1,1,1,1,1,1
5957,1,1,1,1,0,0,1,0,1,0
5971,1,1,0,0,0,1,0,0,0,0
5989,0,1,0,0,0,0,1,0,0,0
5991,1,2,1,0,1,0,2,1,0,1
5993,1,2,1,0,0,1,0,1,0,0
5999,2,1,1,1,0,1,0,1,1,0
6005,1,1,1,0,0,0,1,1,0,0
6012,1,1,2,1,0,1,0,0,1,0
6017,1,2,1,1,0,1,1,1,1,0
6022,1,1,1,1,0,0,0,1,1,0
6028,1,1,1,0,0,1,1,1,0,0
6030,1,1,1,1,0,0,0,1,1,0
6036,1,1,0,0,1,1,1,0,0,1
6041,0,2,0,0,0,0,0,0,0,0
6050,1,0,0,0,0,1,0,0,0,0
6051,1,1,0,1,0,1,1,0,1,0
6052,1,1,1,0,1,1,1,1,0,1
6059,1,2,1,1,1,1,1,1,1,0
6076,2,1,1,1,0,1,1,0,0,0
6092,0,2,0,0,0,0,0,0,0,0
6120,0,1,0,0,0,0,1,0,0,0
6131,1,1,0,1,0,1,1,0,0,0
6135,1,1,1,0,0,1,1,1,0,0
6148,0,0,0,1,0,0,0,0,1,0
6152,1,1,0,1,0,1,1,0,1,0
6156,1,1,0,0,0,1,0,0,0,0
6169,1,1,0,0,0,1,1,0,0,0
6174,1,1,0,0,0,1,1,0,0,0
6180,0,0,1,0,0,0,0,1,0,0
6181,1,1,1,0,0,1,1,1,0,0
6182,1,1,1,1,1,1,1,1,0,1
6194,1,0,1,1,1,1,0,1,1,0
6195,1,1,0,0,0,1,1,0,0,0
6206,1,2,1,0,0,1,1,1,0,0
6207,1,1,0,1,0,1,0,0,1,0
6211,0,1,0,0,0,0,1,0,0,0
6213,0,0,0,0,0,0,0,0,0,0
6215,1,1,1,0,0,1,1,1,0,0
6217,1,1,0,1,0,1,1,0,1,0
6218,0,0,0,0,0,0,0,0,0,0
6219,1,2,1,1,0,0,2,1,1,0
6221,1,1,1,0,0,1,1,1,0,0
6228,1,0,0,0,0,1,0,0,0,0
6251,0,0,0,0,0,0,0,0,0,0
6258,1,1,1,0,0,1,0,1,0,0
6261,1,1,0,1,0,1,1,0,1,0
6263,1,2,0,0,0,1,2,0,0,0
6276,1,0,1,1,0,1,0,1,1,0
6277,1,1,1,1,0,1,1,1,0,0
6286,1,2,1,1,0,1,1,0,0,0
6291,1,4,1,2,0,1,2,0,1,0
6296,1,1,0,1,0,1,1,0,0,0
6301,2,1,1,0,0,2,1,1,0,0
6311,1,0,0,1,0,1,0,0,1,0
6312,1,0,0,1,0,1,0,0,1,0
6328,1,1,1,1,0,1,1,1,1,0
6332,1,1,0,0,0,1,1,0,0,0
6336,2,3,1,1,0,1,1,0,0,0
6354,0,1,1,1,0,0,1,1,1,0
6356,1,3,1,0,0,0,1,1,0,0
6358,0,1,0,1,0,0,0,0,1,0
6377,1,1,0,1,0,1,1,0,1,0
6381,0,1,1,0,0,0,1,0,0,0
6391,1,2,1,1,0,1,2,1,0,0
6393,1,1,1,1,1,1,1,1,1,1
6397,1,1,1,1,0,1,1,1,0,0
6402,2,2,1,0,0,1,0,1,0,0
6413,1,1,0,0,0,1,1,0,0,0
6414,2,1,1,1,0,2,1,1,1,0
6422,0,1,0,1,0,0,1,0,1,0
6423,1,1,0,0,0,1,1,0,0,0
6424,0,0,0,0,0,0,0,0,0,0
6429,0,1,0,0,0,0,0,0,0,0
6430,1,2,1,1,0,0,1,1,1,0
6444,0,1,0,0,0,0,1,0,0,0
6448,1,1,1,1,0,1,0,1,1,0
6450,1,1,1,0,0,1,1,1,0,0
6478,1,0,1,0,0,1,0,0,0,0
6483,1,1,1,1,0,0,1,0,1,0
6488,1,2,0,1,0,1,2,0,1,0
6489,1,1,1,1,0,1,1,1,1,0
6490,1,1,1,0,0,1,1,1,0,0
6510,0,1,0,0,0,0,1,0,0,0
6511,1,1,0,1,0,0,1,0,1,0
6519,2,2,0,1,0,1,0,0,0,0
6523,1,1,0,0,0,0,1,0,0,0
6534,0,1,0,1,0,0,1,0,1,0
6536,1,2,0,0,1,1,2,0,0,1
6558,2,1,1,1,0,2,1,1,1,0
6559,1,1,1,1,0,0,0,1,0,0
6560,2,1,1,0,0,2,1,1,0,0
6562,2,1,1,1,0,1,0,1,1,0
6568,0,2,0,1,0,0,1,0,1,0
6573,1,0,0,1,0,0,0,0,1,0
6574,1,0,0,1,0,1,0,0,0,0
6576,1,2,1,1,0,1,2,1,1,0
