rest_dma_code,fiscal_year,fiscal_week_number,OnAir_TY,Equal_TRPS_CM_TY
527,2018,5,1,144.6
527,2018,6,1,116.3
527,2018,7,1,151.6
527,2018,8,1,244.3
527,2018,9,1,248.5
527,2018,10,1,249.2
527,2018,11,1,231.7
527,2018,12,1,212.8
527,2018,13,1,193
527,2018,14,1,192.3
527,2018,15,1,227.6
527,2018,16,1,215.6
527,2018,17,1,205.8
527,2018,18,1,182.8
527,2018,19,1,218.7
527,2018,20,1,266.9
527,2018,21,1,250.8
527,2018,22,1,196.4
527,2018,23,1,188.9
527,2018,24,1,279.3
527,2018,25,1,257.1
527,2018,26,1,248.5
527,2018,27,0,161.1
527,2018,28,1,115.7
527,2018,29,1,201.1
527,2018,30,1,183.6
527,2018,31,1,185.5
527,2018,32,1,180
527,2018,33,1,218.9
527,2018,34,1,279.2
527,2018,35,1,274.3
527,2018,36,1,212.4
527,2018,37,1,200.2
527,2018,38,1,265.2
527,2018,39,1,277.4
527,2018,40,1,279.6
527,2018,41,1,256.4
527,2018,42,1,215.5
527,2018,43,1,191.6
527,2018,44,1,276.5
527,2018,45,1,329.9
527,2018,46,1,322
527,2018,47,1,252.7
527,2018,48,1,218.1
527,2018,49,1,223.6
527,2018,50,1,187.8
527,2018,51,1,171.6
527,2018,52,1,161
528,2015,1,0,0
528,2015,2,0,0
528,2015,3,0,0
528,2015,4,0,0
528,2015,5,0,0
528,2015,6,0,0
528,2015,7,0,0
528,2015,8,0,0
528,2015,9,0,0
528,2015,10,1,45.3
528,2015,11,1,122.8
528,2015,12,1,119.4
528,2015,13,1,122.5
528,2015,14,0,70.7
528,2015,15,0,25.7
528,2015,16,0,9.6
528,2015,17,0,0
528,2015,18,1,45.3
528,2015,19,1,122.8
528,2015,20,1,119.4
528,2015,21,1,122.5
528,2015,22,0,70.7
528,2015,23,0,25.7
528,2015,24,0,9.6
528,2015,25,0,0
528,2015,26,0,0
528,2015,27,1,45.3
528,2015,28,1,122.8
528,2015,29,1,119.4
528,2015,30,1,122.5
528,2015,31,1,116
528,2015,32,1,148.5
528,2015,33,1,129
528,2015,34,1,122.5
528,2015,35,0,70.7
528,2015,36,0,25.7
528,2015,37,0,9.6
528,2015,38,0,0
528,2015,39,0,0
528,2015,40,1,45.3
528,2015,41,1,122.8
528,2015,42,1,119.4
528,2015,43,1,122.7
528,2015,44,1,87.7
528,2015,45,1,105.2
528,2015,46,1,143.6
528,2015,47,1,130.7
528,2015,48,0,106.1
528,2015,49,0,33.1
528,2015,50,0,16.6
528,2015,51,0,0
528,2015,52,0,0
528,2016,1,0,0
528,2016,2,0,0
528,2016,3,0,0
528,2016,4,0,0
528,2016,5,0,0
528,2016,6,0,0
528,2016,7,0,0
528,2016,8,0,0
528,2016,9,1,44.5
528,2016,10,1,118.8
528,2016,11,1,109.3
528,2016,12,1,105
528,2016,13,1,95
528,2016,14,1,130
528,2016,15,1,109.3
528,2016,16,1,99.8
528,2016,17,1,62.1
528,2016,18,1,81.6
528,2016,19,1,128.2
528,2016,20,1,105.1
528,2016,21,1,95.1
528,2016,22,0,48.5
528,2016,23,0,17.7
528,2016,24,0,5.8
528,2016,25,0,0
528,2016,26,0,0
528,2016,27,1,43.5
528,2016,28,1,116
528,2016,29,1,106.8
528,2016,30,1,102.8
528,2016,31,1,96.5
528,2016,32,1,135.8
528,2016,33,1,113.1
528,2016,34,1,102.8
528,2016,35,1,96.8
528,2016,36,1,136.3
528,2016,37,1,113.2
528,2016,38,1,103.2
528,2016,39,1,99.8
528,2016,40,1,143.4
528,2016,41,1,120
528,2016,42,1,109.4
528,2016,43,0,58.3
528,2016,44,1,68
528,2016,45,1,126.9
528,2016,46,1,110.7
528,2016,47,1,105.9
528,2016,48,0,54.9
528,2016,49,0,20.4
528,2016,50,0,6.5
528,2016,51,0,0
528,2016,52,0,0
528,2017,1,0,0
528,2017,2,0,0
528,2017,3,0,0
528,2017,4,0,0
528,2017,5,1,28
528,2017,6,1,80.5
528,2017,7,1,88.3
528,2017,8,1,95.3
528,2017,9,1,105.2
528,2017,10,1,145.4
528,2017,11,1,139.9
528,2017,12,1,132.4
528,2017,13,1,124.5
528,2017,14,1,142.9
528,2017,15,1,106.9
528,2017,16,1,87.6
528,2017,17,0,47.2
528,2017,18,1,65.6
528,2017,19,1,120.8
528,2017,20,1,104.3
528,2017,21,1,97.3
528,2017,22,0,50
528,2017,23,0,18.4
528,2017,24,0,5.9
528,2017,25,0,0
528,2017,26,0,0
528,2017,27,1,42.3
528,2017,28,1,111.5
528,2017,29,1,102.9
528,2017,30,1,103.9
528,2017,31,1,95.2
528,2017,32,1,129.3
528,2017,33,1,125
528,2017,34,1,142.9
528,2017,35,1,136.3
528,2017,36,1,171.4
528,2017,37,1,135.3
528,2017,38,1,112.5
528,2017,39,1,96.3
528,2017,40,1,125.1
528,2017,41,1,102.9
528,2017,42,1,89.9
528,2017,43,1,88.1
528,2017,44,1,123.7
528,2017,45,1,111.3
528,2017,46,1,93.8
528,2017,47,1,48.7
528,2017,48,1,45.9
528,2017,49,0,61.8
528,2017,50,0,14.1
528,2017,51,0,14.1
528,2017,52,0,0
528,2018,1,0,0
528,2018,2,0,0
528,2018,3,0,0
528,2018,4,0,0
528,2018,5,0,0
528,2018,6,0,0
528,2018,7,1,33.3
528,2018,8,1,97.3
528,2018,9,1,102.9
528,2018,10,1,114
528,2018,11,1,122.3
528,2018,12,1,115.7
528,2018,13,1,109.1
528,2018,14,1,99.3
528,2018,15,1,99.8
528,2018,16,1,88.6
528,2018,17,1,79.5
528,2018,18,1,75.3
528,2018,19,1,92.1
528,2018,20,1,84.5
528,2018,21,1,79.5
528,2018,22,0,48.8
528,2018,23,1,44.8
528,2018,24,1,84.2
528,2018,25,1,77.8
528,2018,26,1,78.7
528,2018,27,0,50.4
528,2018,28,1,25.2
528,2018,29,1,31.4
528,2018,30,1,27.8
528,2018,31,1,31.3
528,2018,32,1,49.4
528,2018,33,1,80.8
528,2018,34,1,80.2
528,2018,35,1,80.8
528,2018,36,0,50.6
528,2018,37,1,41.8
528,2018,38,1,77.2
528,2018,39,1,78.7
528,2018,40,1,84.3
528,2018,41,1,69.5
528,2018,42,0,47
528,2018,43,1,44.6
528,2018,44,1,90.9
528,2018,45,1,90.4
528,2018,46,1,89.9
528,2018,47,0,51.2
528,2018,48,0,18.9
528,2018,49,0,6.5
528,2018,50,0,0
528,2018,51,0,0
528,2018,52,0,0
529,2015,1,1,143.2
529,2015,2,1,247.5
529,2015,3,1,225.4
529,2015,4,1,239.9
529,2015,5,0,153
529,2015,6,1,132.6
529,2015,7,1,242.3
529,2015,8,1,225.4
529,2015,9,1,239.9
529,2015,10,1,241.3
529,2015,11,1,298.6
529,2015,12,1,291.9
529,2015,13,1,301
529,2015,14,1,248.7
529,2015,15,1,296.7
529,2015,16,1,268.3
529,2015,17,1,244.9
529,2015,18,1,246.3
529,2015,19,1,296.1
529,2015,20,1,264.2
529,2015,21,1,242.3
529,2015,22,0,133.3
529,2015,23,1,123.6
529,2015,24,1,226.9
529,2015,25,1,224.4
529,2015,26,1,244.7
529,2015,27,1,253.9
529,2015,28,1,299.4
529,2015,29,1,267.2
529,2015,30,1,242.3
529,2015,31,1,221.6
529,2015,32,1,292.1
529,2015,33,1,258.3
529,2015,34,1,242.3
529,2015,35,0,133.3
529,2015,36,1,123.6
529,2015,37,1,226.9
529,2015,38,1,224.4
529,2015,39,1,244.7
529,2015,40,1,259.6
529,2015,41,1,316.6
529,2015,42,1,287.3
529,2015,43,1,275.3
529,2015,44,1,199.6
529,2015,45,1,214.6
529,2015,46,1,304.1
529,2015,47,1,281.5
529,2015,48,1,246.7
529,2015,49,1,197.5
529,2015,50,1,308.9
529,2015,51,1,285.5
529,2015,52,1,299.9
529,2016,1,1,181.6
529,2016,2,1,258.3
529,2016,3,1,233.9
529,2016,4,1,239.9
529,2016,5,1,231.8
529,2016,6,1,273.3
529,2016,7,1,248.2
529,2016,8,1,239.9
529,2016,9,1,255.8
529,2016,10,1,335.8
529,2016,11,1,329.2
529,2016,12,1,351.2
529,2016,13,1,275.6
529,2016,14,1,275.3
529,2016,15,1,219.7
529,2016,16,1,203.9
529,2016,17,1,152.4
529,2016,18,1,170
529,2016,19,1,281
529,2016,20,1,239
529,2016,21,1,229.9
529,2016,22,1,166.4
529,2016,23,1,188.1
529,2016,24,1,244.9
529,2016,25,1,241.3
529,2016,26,1,255.7
529,2016,27,1,288.4
529,2016,28,1,339.9
529,2016,29,1,305.2
529,2016,30,1,279.1
529,2016,31,1,252.7
529,2016,32,1,290.2
529,2016,33,1,243
529,2016,34,1,217
529,2016,35,1,206.7
529,2016,36,1,275.7
529,2016,37,1,235.5
529,2016,38,1,217.5
529,2016,39,1,211.7
529,2016,40,1,288.4
529,2016,41,1,248.2
529,2016,42,1,230.8
529,2016,43,1,166.1
529,2016,44,1,206
529,2016,45,1,271.8
529,2016,46,1,254
529,2016,47,1,255.5
529,2016,48,1,241.3
529,2016,49,1,310
529,2016,50,1,291.4
529,2016,51,1,290.8
529,2016,52,1,205
529,2017,1,1,147.8
529,2017,2,1,193.3
529,2017,3,1,176.5
529,2017,4,1,190.6
529,2017,5,1,256.4
529,2017,6,1,367.4
529,2017,7,1,323.5
529,2017,8,1,316.4
529,2017,9,1,313.1
529,2017,10,1,409.7
529,2017,11,1,408.4
529,2017,12,1,417.9
529,2017,13,1,389.6
529,2017,14,1,403.2
529,2017,15,1,308.6
529,2017,16,1,244.2
529,2017,17,1,150.9
529,2017,18,1,185.4
529,2017,19,1,293.5
529,2017,20,1,241.1
529,2017,21,1,221.9
529,2017,22,0,111.3
529,2017,23,1,102.4
529,2017,24,1,194.3
529,2017,25,1,208.3
529,2017,26,1,215.4
529,2017,27,1,239.5
529,2017,28,1,334.5
529,2017,29,1,292.3
529,2017,30,1,282.2
529,2017,31,1,262.8
529,2017,32,1,339.2
529,2017,33,1,329.4
529,2017,34,1,368.9
529,2017,35,1,354.6
529,2017,36,1,432.5
529,2017,37,1,351.8
529,2017,38,1,300.8
529,2017,39,1,281.7
529,2017,40,1,377.7
529,2017,41,1,328.9
529,2017,42,1,292.8
529,2017,43,1,285.6
529,2017,44,1,372.4
529,2017,45,1,367.6
529,2017,46,1,333.4
529,2017,47,1,237.5
529,2017,48,1,232.7
529,2017,49,1,269.7
529,2017,50,1,161.3
529,2017,51,1,161.3
529,2017,52,1,129
529,2018,1,0,96.7
529,2018,2,0,32.2
529,2018,3,1,61.4
529,2018,4,1,129.3
529,2018,5,1,136.6
529,2018,6,1,136.5
529,2018,7,1,192.7
529,2018,8,1,354.6
529,2018,9,1,352.6
529,2018,10,1,351.1
529,2018,11,1,352
529,2018,12,1,379.8
529,2018,13,1,355.5
529,2018,14,1,316.9
529,2018,15,1,303.3
529,2018,16,1,317.3
529,2018,17,1,283.3
529,2018,18,1,258
529,2018,19,1,283.8
529,2018,20,1,307.1
529,2018,21,1,282.8
529,2018,22,1,206.8
529,2018,23,1,165
529,2018,24,1,253.4
529,2018,25,1,282.9
529,2018,26,1,280.9
529,2018,27,0,194.8
529,2018,28,1,130.2
529,2018,29,1,219.5
529,2018,30,1,214.1
529,2018,31,1,234.9
529,2018,32,1,235.8
529,2018,33,1,267.9
529,2018,34,1,304.8
529,2018,35,1,290.9
529,2018,36,1,213.5
529,2018,37,1,161.7
529,2018,38,1,244.1
529,2018,39,1,294.5
529,2018,40,1,300.4
529,2018,41,1,259.2
529,2018,42,1,197.7
529,2018,43,1,169.4
529,2018,44,1,279
529,2018,45,1,325.9
529,2018,46,1,312.4
529,2018,47,0,189.3
529,2018,48,1,116.5
529,2018,49,1,163.8
529,2018,50,1,152.4
529,2018,51,1,167.4
529,2018,52,1,142.2
533,2015,1,0,0
533,2015,2,0,0
533,2015,3,0,0
533,2015,4,0,0
533,2015,5,0,0
533,2015,6,0,0
533,2015,7,0,0
533,2015,8,0,0
533,2015,9,0,0
533,2015,10,1,65.8
533,2015,11,1,178.5
533,2015,12,1,173.9
533,2015,13,1,178.7
533,2015,14,0,103.5
533,2015,15,0,37.6
533,2015,16,0,14.1
533,2015,17,0,0
533,2015,18,1,65.8
533,2015,19,1,178.5
533,2015,20,1,173.9
533,2015,21,1,178.7
533,2015,22,0,103.5
533,2015,23,0,37.6
533,2015,24,0,14.1
533,2015,25,0,0
533,2015,26,0,0
533,2015,27,1,65.8
533,2015,28,1,178.5
533,2015,29,1,173.9
533,2015,30,1,178.7
533,2015,31,1,169.3
533,2015,32,1,216.1
533,2015,33,1,188
533,2015,34,1,178.7
533,2015,35,0,103.5
533,2015,36,0,37.6
533,2015,37,0,14.1
533,2015,38,0,0
533,2015,39,0,0
533,2015,40,1,65.8
533,2015,41,1,178.5
533,2015,42,1,173.9
533,2015,43,1,178.9
533,2015,44,1,128
533,2015,45,1,153.1
533,2015,46,1,208.6
533,2015,47,1,189.6
533,2015,48,0,154.5
533,2015,49,0,48.2
533,2015,50,0,24.3
533,2015,51,0,0
533,2015,52,0,0
533,2016,1,0,0
533,2016,2,0,0
533,2016,3,0,0
533,2016,4,0,0
533,2016,5,0,0
533,2016,6,0,0
533,2016,7,0,0
533,2016,8,0,0
533,2016,9,1,64.8
533,2016,10,1,172.8
533,2016,11,1,158.9
533,2016,12,1,152.5
533,2016,13,1,138.1
533,2016,14,1,189.3
533,2016,15,1,158.9
533,2016,16,1,145.3
533,2016,17,1,90.7
533,2016,18,1,118.5
533,2016,19,1,186.2
533,2016,20,1,153
533,2016,21,1,139
533,2016,22,0,71.3
533,2016,23,0,25.9
533,2016,24,0,8.5
533,2016,25,0,0
533,2016,26,0,0
533,2016,27,1,63.3
533,2016,28,1,168.8
533,2016,29,1,155.1
533,2016,30,1,149
533,2016,31,1,140.4
533,2016,32,1,197.4
533,2016,33,1,164.2
533,2016,34,1,149
533,2016,35,1,140.6
533,2016,36,1,197.9
533,2016,37,1,164.4
533,2016,38,1,149.4
533,2016,39,1,145.4
533,2016,40,1,209.8
533,2016,41,1,176.2
533,2016,42,1,161.5
533,2016,43,0,87.1
533,2016,44,1,99.9
533,2016,45,1,184.8
533,2016,46,1,160.7
533,2016,47,1,153.8
533,2016,48,0,79.9
533,2016,49,0,29.6
533,2016,50,0,9.5
533,2016,51,0,0
533,2016,52,0,0
533,2017,1,0,0
533,2017,2,0,0
533,2017,3,0,0
533,2017,4,0,0
533,2017,5,1,44.3
533,2017,6,1,127.5
533,2017,7,1,140.1
533,2017,8,1,151.1
533,2017,9,1,167.3
533,2017,10,1,231.1
533,2017,11,1,222.2
533,2017,12,1,210.1
533,2017,13,1,197.5
533,2017,14,1,226.4
533,2017,15,1,169.3
533,2017,16,1,139
533,2017,17,1,74.7
533,2017,18,1,104.3
533,2017,19,1,192
533,2017,20,1,165.4
533,2017,21,1,154.4
533,2017,22,0,79
533,2017,23,0,29.2
533,2017,24,0,9.3
533,2017,25,0,0
533,2017,26,0,0
533,2017,27,1,67.3
533,2017,28,1,177.5
533,2017,29,1,163.6
533,2017,30,1,164.9
533,2017,31,1,151.3
533,2017,32,1,206.2
533,2017,33,1,199.3
533,2017,34,1,227.3
533,2017,35,1,216.8
533,2017,36,1,272.8
533,2017,37,1,214.7
533,2017,38,1,178.2
533,2017,39,1,152.5
533,2017,40,1,198.1
533,2017,41,1,163
533,2017,42,1,142.8
533,2017,43,1,140.6
533,2017,44,1,197.3
533,2017,45,1,177.4
533,2017,46,1,149.4
533,2017,47,1,77.5
533,2017,48,1,72.7
533,2017,49,0,97.9
533,2017,50,0,22.4
533,2017,51,0,22.4
533,2017,52,0,0
533,2018,1,0,0
533,2018,2,0,0
533,2018,3,0,0
533,2018,4,0,0
533,2018,5,0,0
533,2018,6,0,0
533,2018,7,1,59.8
533,2018,8,1,174.8
533,2018,9,1,185.2
533,2018,10,1,204.8
533,2018,11,1,217.5
533,2018,12,1,204.8
533,2018,13,1,193.7
533,2018,14,1,177.6
533,2018,15,1,178
533,2018,16,1,158
533,2018,17,1,141.8
533,2018,18,1,134.7
533,2018,19,1,164.2
533,2018,20,1,150.3
533,2018,21,1,141
533,2018,22,0,86.8
533,2018,23,1,79.7
533,2018,24,1,149.8
533,2018,25,1,138.5
533,2018,26,1,141.1
533,2018,27,0,90.8
533,2018,28,1,44.9
533,2018,29,1,55.4
533,2018,30,1,49
533,2018,31,1,56
533,2018,32,1,88.3
533,2018,33,1,144
533,2018,34,1,143.4
533,2018,35,1,145.2
533,2018,36,0,91.4
533,2018,37,1,74.8
533,2018,38,1,137.4
533,2018,39,1,140.1
533,2018,40,1,150.9
533,2018,41,1,124.6
533,2018,42,0,84.5
533,2018,43,1,79.4
533,2018,44,1,161.7
533,2018,45,1,160.8
533,2018,46,1,160.6
533,2018,47,0,91.7
533,2018,48,0,33.9
533,2018,49,0,11.8
533,2018,50,0,0
533,2018,51,0,0
533,2018,52,0,0
534,2015,1,0,0
534,2015,2,0,0
534,2015,3,0,0
534,2015,4,0,0
534,2015,5,0,0
534,2015,6,0,0
534,2015,7,0,0
534,2015,8,0,0
534,2015,9,0,0
534,2015,10,1,66.8
534,2015,11,1,181.3
534,2015,12,1,176.7
534,2015,13,1,181.3
534,2015,14,0,104.8
534,2015,15,0,38.2
534,2015,16,0,14.3
534,2015,17,0,0
534,2015,18,1,66.8
534,2015,19,1,181.3
534,2015,20,1,176.7
534,2015,21,1,181.3
534,2015,22,0,104.8
534,2015,23,0,38.2
534,2015,24,0,14.3
534,2015,25,0,0
534,2015,26,0,0
534,2015,27,1,66.8
534,2015,28,1,181.3
534,2015,29,1,176.7
534,2015,30,1,181.3
534,2015,31,1,171.6
534,2015,32,1,219.5
534,2015,33,1,191
534,2015,34,1,181.3
534,2015,35,0,104.8
534,2015,36,0,38.2
534,2015,37,0,14.3
534,2015,38,0,0
534,2015,39,0,0
534,2015,40,1,66.8
534,2015,41,1,181.3
534,2015,42,1,176.7
534,2015,43,1,181.8
534,2015,44,1,130.3
534,2015,45,1,155.7
534,2015,46,1,211.8
534,2015,47,1,192.7
534,2015,48,0,156.9
534,2015,49,0,48.9
534,2015,50,0,24.6
534,2015,51,0,0
534,2015,52,0,0
534,2016,1,0,0
534,2016,2,0,0
534,2016,3,0,0
534,2016,4,0,0
534,2016,5,0,0
534,2016,6,0,0
534,2016,7,0,0
534,2016,8,0,0
534,2016,9,1,65.8
534,2016,10,1,175.3
534,2016,11,1,161.2
534,2016,12,1,155.1
534,2016,13,1,140.1
534,2016,14,1,191.8
534,2016,15,1,161
534,2016,16,1,147.7
534,2016,17,1,92.1
534,2016,18,1,120.5
534,2016,19,1,189
534,2016,20,1,155.2
534,2016,21,1,141
534,2016,22,0,72.2
534,2016,23,0,26.2
534,2016,24,0,8.6
534,2016,25,0,0
534,2016,26,0,0
534,2016,27,1,64.3
534,2016,28,1,171.3
534,2016,29,1,157.4
534,2016,30,1,151.5
534,2016,31,1,142.6
534,2016,32,1,200.5
534,2016,33,1,166.7
534,2016,34,1,151.5
534,2016,35,1,142.8
534,2016,36,1,201
534,2016,37,1,166.9
534,2016,38,1,152
534,2016,39,1,147.3
534,2016,40,1,212.3
534,2016,41,1,178.2
534,2016,42,1,163.1
534,2016,43,0,87.6
534,2016,44,1,101.2
534,2016,45,1,187.6
534,2016,46,1,163.4
534,2016,47,1,156.4
534,2016,48,0,81.1
534,2016,49,0,30.1
534,2016,50,0,9.6
534,2016,51,0,0
534,2016,52,0,0
534,2017,1,0,0
534,2017,2,0,0
534,2017,3,0,0
534,2017,4,0,0
534,2017,5,1,41
534,2017,6,1,118.3
534,2017,7,1,130
534,2017,8,1,139.9
534,2017,9,1,154.6
534,2017,10,1,213.6
534,2017,11,1,205.9
534,2017,12,1,194.9
534,2017,13,1,183.4
534,2017,14,1,210.2
534,2017,15,1,157.1
534,2017,16,1,129
534,2017,17,1,69.7
534,2017,18,1,97
534,2017,19,1,178
534,2017,20,1,153.2
534,2017,21,1,143.1
534,2017,22,0,73.4
534,2017,23,0,27
534,2017,24,0,8.6
534,2017,25,0,0
534,2017,26,0,0
534,2017,27,1,62.5
534,2017,28,1,165
534,2017,29,1,152.1
534,2017,30,1,153.1
534,2017,31,1,140.4
534,2017,32,1,191
534,2017,33,1,184.7
534,2017,34,1,210.6
534,2017,35,1,201.2
534,2017,36,1,253.2
534,2017,37,1,199.6
534,2017,38,1,165.3
534,2017,39,1,141.3
534,2017,40,1,183.1
534,2017,41,1,150.9
534,2017,42,1,132.2
534,2017,43,1,130.2
534,2017,44,1,182.6
534,2017,45,1,163.9
534,2017,46,1,138
534,2017,47,1,71.6
534,2017,48,1,67.1
534,2017,49,0,90.3
534,2017,50,0,20.6
534,2017,51,0,20.6
534,2017,52,0,0
534,2018,1,0,0
534,2018,2,0,0
534,2018,3,0,0
534,2018,4,0,0
534,2018,5,0,0
534,2018,6,0,0
534,2018,7,1,58
534,2018,8,1,169.5
534,2018,9,1,179.3
534,2018,10,1,197.8
534,2018,11,1,208.7
534,2018,12,1,194.7
534,2018,13,1,184.4
534,2018,14,1,169.3
534,2018,15,1,167.5
534,2018,16,1,149.4
534,2018,17,1,135.2
534,2018,18,1,128.2
534,2018,19,1,154.6
534,2018,20,1,142.1
534,2018,21,1,135
534,2018,22,0,83.4
534,2018,23,1,77
534,2018,24,1,144.4
534,2018,25,1,133.6
534,2018,26,1,136.4
534,2018,27,0,87.5
534,2018,28,1,43.4
534,2018,29,1,53.4
534,2018,30,1,47.3
534,2018,31,1,54.1
534,2018,32,1,84.1
534,2018,33,1,135.9
534,2018,34,1,135.4
534,2018,35,1,137.7
534,2018,36,0,87.2
534,2018,37,1,70.3
534,2018,38,1,127.9
534,2018,39,1,129.9
534,2018,40,1,141.4
534,2018,41,1,118.9
534,2018,42,0,81.1
534,2018,43,1,74.8
534,2018,44,1,150
534,2018,45,1,148.1
534,2018,46,1,149.7
534,2018,47,0,86.8
534,2018,48,0,31.9
534,2018,49,0,11.4
534,2018,50,0,0
534,2018,51,0,0
534,2018,52,0,0
535,2015,1,0,44.4
535,2015,2,0,22
535,2015,3,0,0
535,2015,4,1,59.5
535,2015,5,1,165.3
535,2015,6,1,161.3
535,2015,7,1,169.9
535,2015,8,0,120.6
535,2015,9,0,39
535,2015,10,1,87.8
535,2015,11,1,185.3
535,2015,12,1,180.4
535,2015,13,1,185.3
535,2015,14,1,166.8
535,2015,15,1,204.3
535,2015,16,1,175.9
535,2015,17,1,169.9
535,2015,18,1,188.9
535,2015,19,1,224.3
535,2015,20,1,199.9
535,2015,21,1,185.3
535,2015,22,0,107.3
535,2015,23,1,85
535,2015,24,1,152.6
535,2015,25,1,161
535,2015,26,1,184
535,2015,27,1,206.3
535,2015,28,1,231.3
535,2015,29,1,203.4
535,2015,30,1,185.3
535,2015,31,1,175.6
535,2015,32,1,224.3
535,2015,33,1,195
535,2015,34,1,185.3
535,2015,35,0,107.3
535,2015,36,1,85
535,2015,37,1,152.6
535,2015,38,1,161
535,2015,39,1,184
535,2015,40,1,222.8
535,2015,41,1,280.8
535,2015,42,1,260.9
535,2015,43,1,250.8
535,2015,44,1,181.9
535,2015,45,1,192.4
535,2015,46,1,274.8
535,2015,47,1,255.2
535,2015,48,1,226.2
535,2015,49,1,174.8
535,2015,50,1,255.5
535,2015,51,1,226
535,2015,52,1,234.2
535,2016,1,0,72.5
535,2016,2,0,31.9
535,2016,3,0,4.4
535,2016,4,1,89
535,2016,5,1,246.5
535,2016,6,1,238.8
535,2016,7,1,250.6
535,2016,8,0,177.4
535,2016,9,1,140.7
535,2016,10,1,256.6
535,2016,11,1,221.6
535,2016,12,1,223.3
535,2016,13,1,192.2
535,2016,14,1,212.7
535,2016,15,1,173
535,2016,16,1,151
535,2016,17,1,94.2
535,2016,18,1,123.2
535,2016,19,1,210
535,2016,20,1,207.7
535,2016,21,1,206.8
535,2016,22,1,178.9
535,2016,23,1,181.4
535,2016,24,1,178.8
535,2016,25,1,181.8
535,2016,26,1,198.1
535,2016,27,1,234.4
535,2016,28,1,229.1
535,2016,29,1,192.5
535,2016,30,1,155.2
535,2016,31,1,145.7
535,2016,32,1,205.3
535,2016,33,1,171.1
535,2016,34,1,155.2
535,2016,35,1,145.9
535,2016,36,1,205.8
535,2016,37,1,171.2
535,2016,38,1,155.5
535,2016,39,1,151.4
535,2016,40,1,219.7
535,2016,41,1,184.5
535,2016,42,1,169.2
535,2016,43,0,91.7
535,2016,44,1,104.9
535,2016,45,1,192.3
535,2016,46,1,169.7
535,2016,47,1,175.4
535,2016,48,1,176
535,2016,49,1,234.7
535,2016,50,1,213.2
535,2016,51,1,211.3
535,2016,52,0,151.8
535,2017,1,0,49.7
535,2017,2,0,24.7
535,2017,3,0,0.1
535,2017,4,1,43
535,2017,5,1,135
535,2017,6,1,162.8
535,2017,7,1,176.8
535,2017,8,1,167.1
535,2017,9,1,197.7
535,2017,10,1,294.4
535,2017,11,1,291.1
535,2017,12,1,284
535,2017,13,1,257.1
535,2017,14,1,263.1
535,2017,15,1,193.8
535,2017,16,1,153.5
535,2017,17,1,82.9
535,2017,18,1,128.7
535,2017,19,1,251.4
535,2017,20,1,228.3
535,2017,21,1,222.4
535,2017,22,1,139.4
535,2017,23,1,133
535,2017,24,1,203.1
535,2017,25,1,184.4
535,2017,26,1,154.3
535,2017,27,1,184.7
535,2017,28,1,263.9
535,2017,29,1,237.8
535,2017,30,1,232.4
535,2017,31,1,204.6
535,2017,32,1,240.2
535,2017,33,1,226.1
535,2017,34,1,251.1
535,2017,35,1,239.5
535,2017,36,1,301.2
535,2017,37,1,237.3
535,2017,38,1,197.1
535,2017,39,1,169.1
535,2017,40,1,241.6
535,2017,41,1,245.8
535,2017,42,1,233.4
535,2017,43,1,219.6
535,2017,44,1,239.6
535,2017,45,1,207.8
535,2017,46,1,166.1
535,2017,47,1,86.1
535,2017,48,1,81.9
535,2017,49,1,126.3
535,2017,50,1,71.9
535,2017,51,1,79.7
535,2017,52,0,46.6
535,2018,1,0,15.6
535,2018,2,0,7.8
535,2018,3,0,0
535,2018,4,1,41.3
535,2018,5,1,119.8
535,2018,6,1,128.1
535,2018,7,1,170.5
535,2018,8,1,225.6
535,2018,9,1,217.6
535,2018,10,1,222.6
535,2018,11,1,236.8
535,2018,12,1,222.6
535,2018,13,1,210.6
535,2018,14,1,193
535,2018,15,1,193
535,2018,16,1,171.5
535,2018,17,1,154.1
535,2018,18,1,161.9
535,2018,19,1,224.6
535,2018,20,1,217.4
535,2018,21,1,215.5
535,2018,22,0,141.1
535,2018,23,1,102.4
535,2018,24,1,171.1
535,2018,25,1,151.1
535,2018,26,1,153.8
535,2018,27,0,98.6
535,2018,28,1,100.4
535,2018,29,1,205.5
535,2018,30,1,194.7
535,2018,31,1,195.7
535,2018,32,1,199.4
535,2018,33,1,230.9
535,2018,34,1,222.8
535,2018,35,1,219.4
535,2018,36,0,145.6
535,2018,37,1,96.6
535,2018,38,1,156.6
535,2018,39,1,151.7
535,2018,40,1,163.6
535,2018,41,1,135.5
535,2018,42,0,92
535,2018,43,1,86.2
535,2018,44,1,174.8
535,2018,45,1,173.6
535,2018,46,1,174.3
535,2018,47,0,99.9
535,2018,48,1,74.2
535,2018,49,1,119.2
535,2018,50,1,102.9
535,2018,51,1,109.8
535,2018,52,1,111.6
536,2015,1,0,0
536,2015,2,0,0
536,2015,3,0,0
536,2015,4,1,41.3
536,2015,5,1,123.8
536,2015,6,1,144.4
536,2015,7,1,165
536,2015,8,0,123.7
536,2015,9,0,41.2
536,2015,10,1,85.1
536,2015,11,1,175.3
536,2015,12,1,171.1
536,2015,13,1,175.7
536,2015,14,1,142.7
536,2015,15,1,160
536,2015,16,1,157.4
536,2015,17,1,164
536,2015,18,1,187.5
536,2015,19,1,216.3
536,2015,20,1,191.6
